cumulative_fatalities_upper_bound,hospitalizations_lower_bound,icu_num,cumulative_cases_num,cases_lower_bound,current_hospitalizations_lower_bound,icu_upper_bound,location_id,intervention_date_id,current_icu_lower_bound,hospitalizations_num,fatalities_lower_bound,hospitalizations_upper_bound,current_icu_upper_bound,cases_num,portfolio_id,data_type,current_hospitalizations_num,cases_upper_bound,cumulative_fatalities_lower_bound,cumulative_cases_lower_bound,current_icu_num,fatalities_upper_bound,fatalities_num,icu_lower_bound,intervention_length,intervention_level,current_hospitalizations_upper_bound,future_scenario_id,cumulative_cases_upper_bound,cumulative_fatalities_num,date_str,date,scenario
592.82,0.39,4.92,6899.06,1.64,25.25,9.71,33,2,9.82,15.11,0.4,31.19,122.27,66.41,2,,239.68,122.43,153.93,2840.92,48.77,6.08,1.79,0.4,30,1,488.79,8,9577.05,324.39,,2020-05-28,1-2
598.84,0.39,4.82,6965.97,1.67,23.42,9.59,33,2,9.2,15.33,0.37,31.84,119.32,67.33,2,,234.03,123.27,154.82,2842.58,47.18,5.96,1.74,0.37,30,1,481.06,8,9699.28,326.16,,2020-05-29,1-2
604.75,0.38,4.73,7033.74,1.7,21.75,9.48,33,2,8.61,15.55,0.34,32.49,116.51,68.15,2,,229.08,125.26,155.69,2844.26,45.7,5.84,1.69,0.34,30,1,474.24,8,9824.01,327.88,,2020-05-30,1-2
610.54,0.38,4.66,7102.27,1.71,20.22,9.39,33,2,8.06,15.76,0.32,33.13,113.84,68.9,2,,224.76,127.53,156.55,2845.97,44.33,5.73,1.64,0.32,30,1,468.3,8,9950.41,329.55,,2020-05-31,1-2
616.23,0.38,4.6,7171.51,1.72,18.82,9.33,33,2,7.54,15.98,0.3,33.77,111.31,69.58,2,,221.04,129.68,157.39,2847.68,43.07,5.63,1.6,0.29,30,1,463.22,8,10079.01,331.18,,2020-06-01,1-2
621.82,0.38,4.55,7241.41,1.72,17.55,9.28,33,2,7.05,16.19,0.28,34.39,108.93,70.22,2,,217.86,131.72,158.22,2849.4,41.92,5.54,1.56,0.27,30,1,458.96,8,10209.71,332.77,,2020-06-02,1-2
627.33,0.38,4.51,7311.92,1.71,16.38,9.26,33,2,6.6,16.39,0.26,34.99,106.7,70.81,2,,215.16,133.69,159.05,2851.12,40.86,5.45,1.53,0.25,30,1,455.48,8,10342.42,334.32,,2020-06-03,1-2
632.75,0.37,4.48,7382.99,1.7,15.32,9.25,33,2,6.18,16.59,0.24,35.59,104.62,71.33,2,,212.9,134.99,159.87,2852.83,39.91,5.37,1.5,0.24,30,1,452.74,8,10476.79,335.84,,2020-06-04,1-2
638.09,0.37,4.45,7454.57,1.69,14.34,9.26,33,2,5.78,16.78,0.22,36.16,102.67,71.82,2,,211.03,135.98,160.68,2854.53,39.04,5.3,1.47,0.22,30,1,450.7,8,10612.26,337.34,,2020-06-05,1-2
643.37,0.37,4.44,7526.61,1.68,13.45,9.27,33,2,5.41,16.93,0.21,36.2,100.87,72.27,2,,209.51,136.87,161.49,2856.21,38.26,5.24,1.45,0.21,30,1,449.31,8,10748.69,338.81,,2020-06-06,1-2
648.59,0.36,4.42,7599.11,1.66,12.63,9.3,33,2,5.07,17.15,0.19,37.53,99.21,72.71,2,,208.31,137.65,162.3,2857.88,37.56,5.18,1.43,0.2,30,1,448.55,8,10886.03,340.25,,2020-06-07,1-2
653.76,0.36,4.42,7672.04,1.64,11.89,9.34,33,2,4.75,17.31,0.18,37.87,97.68,73.13,2,,207.41,138.43,163.1,2859.53,36.94,5.14,1.41,0.19,30,1,448.64,8,11024.19,341.68,,2020-06-08,1-2
658.89,0.36,4.42,7745.38,1.62,11.2,9.39,33,2,4.45,17.48,0.17,38.41,96.28,73.54,2,,206.75,139.2,163.91,2861.16,36.39,5.09,1.39,0.18,30,1,450.24,8,11163.01,343.09,,2020-06-09,1-2
663.97,0.35,4.42,7819.12,1.6,10.58,9.45,33,2,4.17,17.64,0.16,38.94,95.01,73.94,2,,206.32,139.97,164.71,2862.76,35.89,5.06,1.38,0.17,30,1,452.26,8,11302.59,344.48,,2020-06-10,1-2
669.03,0.35,4.43,7893.26,1.57,10,9.52,33,2,3.91,17.8,0.15,39.46,93.85,74.34,2,,206.09,140.72,165.52,2864.35,35.46,5.03,1.37,0.16,30,1,454.67,8,11442.94,345.86,,2020-06-11,1-2
674.05,0.35,4.44,7967.79,1.55,9.47,9.59,33,2,3.67,17.95,0.14,39.97,92.8,74.72,2,,206.05,141.47,166.33,2865.91,35.09,5.01,1.36,0.15,30,1,457.44,8,11584.04,347.24,,2020-06-12,1-2
679.06,0.34,4.45,8042.7,1.53,8.98,9.66,33,2,3.45,18.1,0.13,40.48,91.87,75.1,2,,206.17,142.22,167.14,2867.45,34.77,4.99,1.35,0.14,30,1,460.51,8,11725.88,348.6,,2020-06-13,1-2
684.06,0.34,4.46,8117.98,1.51,8.54,9.74,33,2,3.24,18.25,0.12,41,91.03,75.47,2,,206.43,142.95,167.95,2868.97,34.49,4.98,1.35,0.14,30,1,463.88,8,11868.47,349.96,,2020-06-14,1-2
689.04,0.33,4.48,8193.63,1.49,8.13,9.83,33,2,3.05,18.4,0.12,41.51,90.29,75.84,2,,206.83,143.68,168.76,2870.47,34.25,4.97,1.34,0.13,30,1,467.5,8,12011.78,351.31,,2020-06-15,1-2
694.03,0.33,4.5,8269.65,1.46,7.75,9.92,33,2,2.87,18.54,0.11,42.02,89.64,76.2,2,,207.34,144.4,169.58,2871.94,34.06,4.97,1.34,0.13,30,1,471.37,8,12155.84,352.65,,2020-06-16,1-2
699.02,0.33,4.52,8346.04,1.44,7.4,10.02,33,2,2.71,18.69,0.1,42.54,89.08,76.56,2,,207.96,145.12,170.4,2873.4,33.91,4.98,1.34,0.12,30,1,475.46,8,12300.6,354,,2020-06-17,1-2
704.01,0.32,4.54,8422.77,1.42,7.07,10.11,33,2,2.56,18.83,0.1,43.05,88.6,76.91,2,,208.67,145.83,171.23,2874.83,33.78,4.98,1.33,0.12,30,1,479.75,8,12446.07,355.34,,2020-06-18,1-2
709.01,0.32,4.56,8499.86,1.4,6.77,10.21,33,2,2.41,18.97,0.09,43.54,88.19,77.26,2,,209.47,146.53,172.05,2876.23,33.69,5,1.33,0.11,30,1,484.22,8,12592.25,356.69,,2020-06-19,1-2
714.03,0.31,4.58,8577.3,1.38,6.5,10.32,33,2,2.28,19.1,0.09,44.02,87.85,77.61,2,,210.35,147.22,172.88,2877.62,33.63,5.02,1.34,0.11,30,1,488.87,8,12739.13,358.03,,2020-06-20,1-2
719.07,0.31,4.61,8655.08,1.35,6.24,10.42,33,2,2.16,19.25,0.08,44.6,87.58,77.95,2,,211.3,147.91,173.72,2878.98,33.59,5.04,1.34,0.11,30,1,493.65,8,12886.69,359.37,,2020-06-21,1-2
724.14,0.3,4.63,8733.2,1.33,6,10.53,33,2,2.04,19.38,0.08,45.12,87.37,78.29,2,,212.31,148.59,174.56,2880.33,33.58,5.06,1.34,0.1,30,1,498.59,8,13034.95,360.72,,2020-06-22,1-2
729.23,0.3,4.66,8811.66,1.31,5.78,10.65,33,2,1.94,19.52,0.07,45.65,87.22,78.63,2,,213.37,149.27,175.4,2881.65,33.59,5.09,1.34,0.1,30,1,503.66,8,13183.88,362.07,,2020-06-23,1-2
734.35,0.3,4.69,8890.46,1.29,5.57,10.76,33,2,1.84,19.66,0.07,46.17,87.12,78.97,2,,214.49,149.94,176.25,2882.95,33.61,5.12,1.35,0.1,30,1,508.86,8,13333.48,363.42,,2020-06-24,1-2
739.5,0.29,4.71,8969.59,1.27,5.38,10.87,33,2,1.75,19.79,0.07,46.7,87.07,79.3,2,,215.65,150.6,177.1,2884.24,33.66,5.16,1.35,0.09,30,1,514.16,8,13483.75,364.78,,2020-06-25,1-2
744.7,0.29,4.74,9049.06,1.25,5.2,10.99,33,2,1.66,19.93,0.06,47.22,87.07,79.63,2,,216.86,151.26,177.96,2885.5,33.73,5.2,1.36,0.09,30,1,519.58,8,13634.68,366.15,,2020-06-26,1-2
749.93,0.28,4.77,9128.86,1.23,5.03,11.11,33,2,1.59,20.06,0.06,47.75,87.1,79.96,2,,218.1,151.91,178.81,2886.74,33.8,5.24,1.36,0.09,30,1,525.09,8,13786.27,367.51,,2020-06-27,1-2
755.21,0.28,4.8,9208.98,1.21,4.87,11.23,33,2,1.51,20.19,0.06,48.28,87.18,80.29,2,,219.37,152.55,179.68,2887.96,33.9,5.28,1.37,0.09,30,1,530.69,8,13938.5,368.89,,2020-06-28,1-2
760.53,0.27,4.83,9289.44,1.19,4.72,11.35,33,2,1.44,20.33,0.06,48.82,87.3,80.61,2,,220.68,153.19,180.54,2889.17,34.01,5.33,1.38,0.09,30,1,536.38,8,14091.37,370.27,,2020-06-29,1-2
765.9,0.27,4.86,9370.21,1.18,4.58,11.48,33,2,1.38,20.46,0.05,49.35,87.45,80.94,2,,222.01,153.82,181.42,2890.35,34.12,5.38,1.38,0.08,30,1,542.15,8,14244.87,371.66,,2020-06-30,1-2
771.32,0.27,4.89,9451.31,1.16,4.45,11.6,33,2,1.32,20.59,0.05,49.89,87.63,81.26,2,,223.37,154.45,182.29,2891.52,34.25,5.43,1.39,0.08,30,1,547.99,8,14399.01,373.05,,2020-07-01,1-2
776.79,0.26,4.92,9532.73,1.14,4.33,11.73,33,2,1.27,20.72,0.05,50.42,87.83,81.58,2,,224.76,155.07,183.17,2892.67,34.4,5.48,1.4,0.08,30,1,553.9,8,14553.77,374.45,,2020-07-02,1-2
782.32,0.26,4.95,9614.46,1.12,4.21,11.86,33,2,1.21,20.85,0.05,50.96,88.07,81.89,2,,226.16,155.68,184.05,2893.8,34.54,5.54,1.4,0.08,30,1,559.88,8,14709.14,375.86,,2020-07-03,1-2
787.91,0.25,4.98,9696.51,1.1,4.1,11.99,33,2,1.17,20.98,0.05,51.5,88.33,82.21,2,,227.58,156.29,184.94,2894.91,34.7,5.59,1.41,0.08,30,1,565.91,8,14865.13,377.28,,2020-07-04,1-2
793.55,0.25,5.01,9778.88,1.09,3.99,12.12,33,2,1.12,21.11,0.04,52.04,88.61,82.52,2,,229.01,156.89,185.82,2896.01,34.87,5.65,1.42,0.07,30,1,572.01,8,15021.72,378.71,,2020-07-05,1-2
799.26,0.25,5.04,9861.55,1.07,3.89,12.25,33,2,1.08,21.24,0.04,52.59,88.99,82.83,2,,230.46,157.49,186.72,2897.09,35.04,5.72,1.43,0.07,30,1,578.15,8,15178.92,380.14,,2020-07-06,1-2
805.03,0.24,5.07,9944.53,1.05,3.8,12.38,33,2,1.04,21.37,0.04,53.13,89.79,83.14,2,,231.92,158.08,187.61,2898.15,35.22,5.78,1.44,0.07,30,1,584.35,8,15336.7,381.58,,2020-07-07,1-2
810.86,0.24,5.1,10027.82,1.04,3.71,12.51,33,2,1,21.5,0.04,53.68,90.62,83.44,2,,233.39,158.67,188.51,2899.19,35.4,5.84,1.45,0.07,30,1,590.77,8,15495.08,383.03,,2020-07-08,1-2
816.76,0.24,5.14,10111.42,1.02,3.62,12.64,33,2,0.97,21.63,0.04,54.22,91.48,83.75,2,,234.87,159.25,189.42,2900.22,35.59,5.91,1.46,0.07,30,1,598.09,8,15654.04,384.5,,2020-07-09,1-2
822.73,0.23,5.17,10195.31,1,3.54,12.78,33,2,0.94,21.76,0.04,54.77,92.37,84.05,2,,236.37,159.82,190.32,2901.23,35.79,5.98,1.47,0.07,30,1,605.5,8,15813.57,385.97,,2020-07-10,1-2
828.76,0.23,5.2,10279.51,0.99,3.46,12.91,33,2,0.9,21.88,0.04,55.31,93.29,84.34,2,,237.86,160.39,190.46,2902.23,35.99,6.05,1.47,0.07,30,1,612.97,8,15973.68,387.45,,2020-07-11,1-2
834.87,0.22,5.23,10364,0.97,3.39,13.05,33,2,0.88,22.01,0.04,55.86,94.23,84.64,2,,239.37,160.96,190.5,2903.21,36.19,6.12,1.48,0.07,30,1,620.51,8,16134.35,388.93,,2020-07-12,1-2
841.05,0.22,5.26,10448.79,0.96,3.32,13.19,33,2,0.85,22.14,0.03,56.41,95.2,84.93,2,,240.88,161.51,190.54,2904.18,36.4,6.19,1.49,0.06,30,1,628.12,8,16295.59,390.43,,2020-07-13,1-2
847.3,0.22,5.29,10533.87,0.94,3.25,13.32,33,2,0.82,22.26,0.03,56.96,96.19,85.23,2,,242.4,162.07,190.57,2905.13,36.61,6.26,1.5,0.06,30,1,635.78,8,16457.38,391.94,,2020-07-14,1-2
853.62,0.21,5.32,10619.24,0.93,3.18,13.46,33,2,0.8,22.39,0.03,57.5,97.2,85.52,2,,243.92,162.62,190.6,2906.07,36.83,6.33,1.51,0.06,30,1,643.5,8,16619.73,393.46,,2020-07-15,1-2
860.02,0.21,5.35,10704.93,0.92,3.12,13.6,33,2,0.78,22.51,0.03,58.06,98.24,85.87,2,,245.44,163.16,190.64,2906.99,37.04,6.41,1.52,0.06,30,1,651.27,8,16782.66,394.99,,2020-07-16,1-2
866.49,0.21,5.39,10791.1,0.91,3.06,13.73,33,2,0.75,22.65,0.03,58.65,99.29,86.42,2,,246.97,163.7,190.67,2907.9,37.26,6.49,1.53,0.06,30,1,659.09,8,16946.14,396.53,,2020-07-17,1-2
873.04,0.2,5.42,10877.9,0.9,3,13.88,33,2,0.73,22.82,0.03,59.31,100.37,87.2,2,,248.54,164.23,190.7,2908.8,37.48,6.56,1.54,0.06,30,1,666.97,8,17110.1,398.07,,2020-07-18,1-2
879.67,0.2,5.45,10965.56,0.9,2.94,14.02,33,2,0.72,23.02,0.03,60.07,101.46,88.14,2,,250.15,164.76,190.73,2909.7,37.71,6.64,1.55,0.06,30,1,674.96,8,17274.59,399.63,,2020-07-19,1-2
886.38,0.2,5.49,11054.23,0.9,2.89,14.17,33,2,0.7,23.27,0.03,60.95,102.58,89.21,2,,251.86,165.28,190.76,2910.61,37.94,6.72,1.56,0.06,30,1,683.1,8,17439.61,401.2,,2020-07-20,1-2
893.16,0.2,5.53,11144,0.91,2.84,14.33,33,2,0.68,23.56,0.03,61.94,103.71,90.33,2,,253.7,165.8,190.79,2911.52,38.18,6.8,1.57,0.06,30,1,691.45,8,17605.15,402.78,,2020-07-21,1-2
900.03,0.2,5.57,11234.92,0.92,2.79,14.5,33,2,0.66,23.89,0.03,63.04,104.87,91.49,2,,255.7,166.31,190.81,2912.43,38.43,6.88,1.59,0.06,30,1,700.06,8,17771.2,404.37,,2020-07-22,1-2
906.98,0.2,5.62,11327,0.92,2.74,14.68,33,2,0.65,24.26,0.03,64.23,106.05,92.68,2,,257.88,166.82,190.84,2913.35,38.68,6.96,1.6,0.05,30,1,708.99,8,17937.76,405.97,,2020-07-23,1-2
914.02,0.2,5.67,11420.28,0.93,2.7,14.87,33,2,0.63,24.66,0.03,65.51,107.27,93.89,2,,260.27,167.32,190.87,2914.28,38.96,7.05,1.61,0.05,30,1,718.28,8,18104.83,407.59,,2020-07-24,1-2
921.14,0.2,5.73,11514.78,0.94,2.67,15.08,33,2,0.62,25.09,0.03,66.86,108.51,95.11,2,,262.86,167.82,190.9,2915.21,39.25,7.13,1.62,0.05,30,1,727.97,8,18272.4,409.22,,2020-07-25,1-2
928.35,0.2,5.79,11610.51,0.95,2.63,15.3,33,2,0.61,25.54,0.03,68.28,109.79,96.34,2,,265.68,168.31,190.92,2916.16,39.56,7.22,1.64,0.05,30,1,738.09,8,18440.47,410.86,,2020-07-26,1-2
935.66,0.2,5.86,11707.47,0.95,2.6,15.53,33,2,0.59,26.01,0.03,69.75,111.11,97.58,2,,268.72,168.8,190.95,2917.11,39.89,7.32,1.65,0.05,30,1,748.66,8,18609.02,412.52,,2020-07-27,1-2
943.06,0.2,5.93,11805.67,0.96,2.57,15.78,33,2,0.58,26.5,0.02,71.27,112.48,98.82,2,,271.99,169.29,190.97,2918.07,40.25,7.41,1.67,0.05,30,1,759.71,8,18778.07,414.19,,2020-07-28,1-2
950.56,0.2,6.01,11905.12,0.97,2.54,16.04,33,2,0.57,27,0.02,72.84,113.89,100.07,2,,275.47,169.76,191,2919.03,40.63,7.51,1.69,0.05,30,1,771.25,8,18947.59,415.89,,2020-07-29,1-2
958.16,0.2,6.09,12005.8,0.98,2.52,16.32,33,2,0.56,27.52,0.02,74.45,115.35,101.31,2,,279.17,170.24,191.02,2920.01,41.04,7.61,1.71,0.05,30,1,783.28,8,19117.59,417.6,,2020-07-30,1-2
965.86,0.2,6.18,12107.74,0.98,2.5,16.6,33,2,0.55,28.05,0.02,76.1,116.87,102.56,2,,283.09,170.71,191.05,2920.99,41.47,7.72,1.72,0.05,30,1,795.8,8,19288.07,419.32,,2020-07-31,1-2
973.68,0.2,6.27,12210.93,0.99,2.48,16.91,33,2,0.54,28.59,0.02,77.79,118.44,103.83,2,,287.21,171.18,191.07,2921.98,41.94,7.83,1.75,0.05,30,1,808.8,8,19459.01,421.07,,2020-08-01,1-2
981.61,0.2,6.37,12315.39,1,2.47,17.22,33,2,0.54,29.14,0.02,79.51,120.08,105.11,2,,291.52,171.64,191.09,2922.97,42.43,7.95,1.77,0.05,30,1,822.3,8,19630.42,422.85,,2020-08-02,1-2
989.65,0.2,6.47,12421.15,1.01,2.46,17.55,33,2,0.53,29.7,0.02,81.27,121.77,106.4,2,,296.04,172.1,191.11,2923.98,42.95,8.06,1.79,0.05,30,1,836.27,8,19802.29,424.64,,2020-08-03,1-2
997.82,0.2,6.58,12528.2,1.01,2.44,17.88,33,2,0.52,30.27,0.02,83.06,123.52,107.71,2,,300.74,172.55,191.14,2924.99,43.5,8.19,1.81,0.05,30,1,850.72,8,19974.61,426.46,,2020-08-04,1-2
1006.12,0.2,6.69,12636.57,1.02,2.44,18.23,33,2,0.51,30.85,0.02,84.88,125.34,109.04,2,,305.61,173,191.16,2926.01,44.08,8.31,1.84,0.05,30,1,865.62,8,20147.39,428.3,,2020-08-05,1-2
1014.55,0.21,6.8,12746.28,1.03,2.43,18.6,33,2,0.51,31.44,0.02,86.73,127.23,110.38,2,,310.67,173.44,191.18,2927.03,44.69,8.45,1.87,0.05,30,1,880.98,8,20320.61,430.17,,2020-08-06,1-2
1023.11,0.21,6.91,12857.33,1.04,2.42,18.97,33,2,0.5,32.04,0.02,88.62,129.18,111.73,2,,315.89,173.88,191.2,2928.06,45.32,8.58,1.89,0.05,30,1,896.76,8,20494.27,432.07,,2020-08-07,1-2
1031.81,0.21,7.03,12969.75,1.04,2.42,19.35,33,2,0.5,32.64,0.02,90.53,131.19,113.11,2,,321.28,174.32,191.23,2929.11,45.98,8.72,1.92,0.05,30,1,912.97,8,20668.37,433.99,,2020-08-08,1-2
1040.65,0.21,7.16,13083.55,1.05,2.42,19.74,33,2,0.49,33.26,0.02,92.47,133.27,114.5,2,,326.82,174.75,191.25,2930.16,46.67,8.87,1.95,0.05,30,1,929.59,8,20842.91,435.95,,2020-08-09,1-2
1049.65,0.21,7.28,13198.75,1.06,2.42,20.15,33,2,0.49,33.89,0.02,94.43,135.42,115.9,2,,332.53,175.18,191.27,2931.21,47.39,9.02,1.98,0.05,30,1,946.6,8,21017.88,437.93,,2020-08-10,1-2
1058.79,0.21,7.41,13315.35,1.07,2.42,20.56,33,2,0.49,34.52,0.02,96.43,137.63,117.3,2,,338.38,176.33,191.29,2932.27,48.13,9.17,2.01,0.05,30,1,964.34,8,21193.27,439.95,,2020-08-11,1-2
1068.1,0.21,7.54,13433.33,1.07,2.42,20.98,33,2,0.49,35.16,0.02,98.44,139.91,118.64,2,,344.38,177.3,191.31,2933.34,48.9,9.33,2.05,0.05,30,1,984.03,8,21369.08,442,,2020-08-12,1-2
1077.57,0.21,7.68,13552.65,1.08,2.43,21.41,33,2,0.48,35.81,0.02,100.48,142.25,120,2,,350.53,178.16,191.33,2934.42,49.69,9.49,2.08,0.05,30,1,1004.17,8,21545.31,444.08,,2020-08-13,1-2
1087.2,0.22,7.82,13673.33,1.09,2.43,21.85,33,2,0.48,36.47,0.02,102.54,144.65,121.35,2,,356.81,178.77,191.36,2935.51,50.51,9.66,2.11,0.05,30,1,1024.74,8,21721.96,446.2,,2020-08-14,1-2
1097,0.22,7.96,13795.42,1.1,2.44,22.3,33,2,0.48,37.14,0.02,104.64,147.11,122.82,2,,363.23,179.17,191.38,2936.61,51.35,9.83,2.15,0.05,30,1,1045.74,8,21899.02,448.35,,2020-08-15,1-2
1106.98,0.22,8.1,13919.16,1.12,2.44,22.76,33,2,0.48,37.85,0.02,106.84,149.64,124.69,2,,369.8,179.56,191.4,2937.73,52.22,10,2.19,0.05,30,1,1067.2,8,22076.48,450.54,,2020-08-16,1-2
1117.14,0.22,8.25,14045,1.15,2.45,23.23,33,2,0.48,38.63,0.02,109.23,152.22,127.05,2,,376.56,179.96,191.42,2938.87,53.11,10.18,2.22,0.05,30,1,1089.26,8,22254.34,452.77,,2020-08-17,1-2
1127.48,0.23,8.4,14173.39,1.19,2.46,23.73,33,2,0.48,39.47,0.02,110.98,154.86,129.71,2,,383.59,180.35,191.44,2940.05,54.03,10.36,2.26,0.05,30,1,1112.3,8,22432.61,455.04,,2020-08-18,1-2
1138.01,0.23,8.57,14304.45,1.23,2.48,24.24,33,2,0.48,40.52,0.02,114.82,157.56,132.41,2,,390.96,180.73,191.46,2941.27,54.98,10.55,2.3,0.05,30,1,1136.09,8,22611.27,457.34,,2020-08-19,1-2
1148.72,0.23,8.74,14438.21,1.27,2.49,24.78,33,2,0.48,41.69,0.02,118.65,160.33,135.1,2,,398.78,181.12,191.48,2942.52,55.96,10.74,2.34,0.05,30,1,1161.3,8,22790.32,459.69,,2020-08-20,1-2
1159.64,0.24,8.93,14574.44,1.32,2.51,25.36,33,2,0.48,42.95,0.02,122.4,163.16,137.32,2,,407.14,181.65,191.5,2943.81,56.98,10.94,2.39,0.05,30,1,1188.18,8,22969.75,462.08,,2020-08-21,1-2
1170.75,0.25,9.13,14712.76,1.38,2.54,25.97,33,2,0.48,44.34,0.02,126.54,166.08,139.3,2,,416.11,182.05,191.52,2945.17,58.06,11.14,2.43,0.05,30,1,1216.81,8,23149.57,464.52,,2020-08-22,1-2
1182.08,0.25,9.35,14853.02,1.44,2.56,26.64,33,2,0.48,45.83,0.02,130.94,169.07,141.2,2,,425.76,182.42,191.55,2946.57,59.19,11.35,2.48,0.05,30,1,1247.39,8,23329.77,467,,2020-08-23,1-2
1193.61,0.26,9.58,14995.02,1.5,2.6,27.34,33,2,0.48,47.42,0.02,135.6,172.17,142.79,2,,436.11,182.79,191.57,2948.04,60.38,11.56,2.53,0.05,30,1,1280.03,8,23510.35,469.54,,2020-08-24,1-2
1205.37,0.27,9.83,15138.6,1.56,2.63,28.1,33,2,0.48,49.09,0.02,140.51,175.36,144.35,2,,447.21,183.15,191.59,2949.57,61.65,11.78,2.58,0.06,30,1,1314.83,8,23691.3,472.12,,2020-08-25,1-2
1217.36,0.28,10.1,15283.71,1.63,2.68,28.9,33,2,0.49,50.85,0.02,145.63,178.67,145.85,2,,459.08,183.51,191.61,2951.17,63,12.01,2.64,0.06,30,1,1351.85,8,23872.62,474.76,,2020-08-26,1-2
1229.59,0.29,10.39,15430.24,1.7,2.73,29.75,33,2,0.49,52.68,0.02,150.94,182.11,147.17,2,,471.72,183.87,191.63,2952.84,64.43,12.25,2.69,0.06,30,1,1391.1,8,24054.31,477.47,,2020-08-27,1-2
1242.07,0.3,10.7,15578.05,1.78,2.78,30.65,33,2,0.5,54.59,0.02,156.42,185.67,148.46,2,,485.15,184.22,191.65,2954.58,65.95,12.5,2.76,0.06,30,1,1432.61,8,24236.35,480.23,,2020-08-28,1-2
1254.81,0.31,11.02,15727.16,1.86,2.84,31.59,33,2,0.5,56.58,0.02,162.04,189.38,149.74,2,,499.39,184.57,191.68,2956.4,67.57,12.76,2.82,0.06,30,1,1476.35,8,24418.76,483.06,,2020-08-29,1-2
1267.82,0.32,11.36,15877.54,1.94,2.91,32.58,33,2,0.51,58.65,0.02,167.78,193.23,151.04,2,,514.44,184.91,191.7,2958.3,69.29,13.03,2.89,0.06,30,1,1522.27,8,24601.52,485.96,,2020-08-30,1-2
1281.12,0.34,11.72,16029.25,2.03,2.98,33.61,33,2,0.51,60.79,0.02,173.59,197.23,152.37,2,,530.31,185.26,191.72,2960.28,71.11,13.32,2.96,0.06,30,1,1570.31,8,24784.64,488.93,,2020-08-31,1-2
1294.72,0.35,12.1,16182.3,2.12,3.07,34.68,33,2,0.52,63.01,0.02,179.43,201.39,153.75,2,,547.02,185.59,191.74,2962.36,73.04,13.61,3.04,0.07,30,1,1620.35,8,24968.1,491.99,,2020-09-01,1-2
0,0,0,0,0,0,0,33,2,0,0,0,0,0,0,3,,0,0,0,0,0,0,0,0,30,2,0,9,0,0,,2020-03-01,2-2
0,0.17,0,9.47,8.53,0.07,0.01,33,2,0,0.45,0,1.16,0,12.48,3,,0.16,13.04,0,5.07,0,0,0,0,30,2,0.26,9,11.91,0,,2020-03-02,2-2
0.01,0.65,0.03,23.11,14.38,0.44,0.05,33,2,0.01,1.48,0,3.52,0.02,14.66,3,,1,15.06,0,17.13,0.01,0.01,0,0.01,30,2,1.61,9,25.85,0,,2020-03-03,2-2
0.02,0.85,0.08,38.69,16.04,1.38,0.14,33,2,0.03,3.38,0,12.15,0.1,16.47,3,,2.98,17.06,0,32.57,0.06,0.02,0.01,0.04,30,2,5.33,9,41.73,0.01,,2020-03-04,2-2
0.05,0,0.18,56.06,17.7,3.13,0.3,33,2,0.07,5.09,0.01,11.11,0.27,18.26,3,,6.82,19.04,0.01,49.63,0.17,0.03,0.02,0.08,30,2,12.01,9,59.53,0.03,,2020-03-05,2-2
0.12,3.88,0.34,75.21,19.34,5.92,0.55,33,2,0.17,8.05,0.01,14.74,0.61,20.04,3,,12.78,21,0.02,68.4,0.38,0.06,0.04,0.15,30,2,22.13,9,79.23,0.06,,2020-03-06,2-2
0.22,5.61,0.56,96.14,20.97,9.98,0.93,33,2,0.33,12.08,0.03,21.53,1.2,21.8,3,,21.39,22.94,0.05,88.86,0.73,0.11,0.06,0.24,30,2,38.05,9,100.89,0.12,,2020-03-07,2-2
0.39,7.67,0.87,118.88,22.58,15.55,1.45,33,2,0.57,16.36,0.04,29.18,2.12,23.74,3,,33.2,28.22,0.09,110.99,1.27,0.17,0.1,0.38,30,2,59.89,9,124.76,0.22,,2020-03-08,2-2
0.63,10.04,1.26,144.08,24.18,22.79,2.12,33,2,0.93,21.09,0.07,37.85,3.46,26.66,3,,48.49,37,0.15,134.78,2.06,0.25,0.15,0.55,30,2,88.13,9,154.56,0.36,,2020-03-09,2-2
0.97,12.68,1.75,172.3,25.77,31.86,2.95,33,2,1.44,26.35,0.1,47.15,5.3,29.85,3,,67.44,46.45,0.25,160.21,3.13,0.36,0.22,0.77,30,2,123.13,9,196.24,0.58,,2020-03-10,2-2
1.45,15.56,2.32,204.17,27.52,42.85,3.95,33,2,2.11,32.06,0.15,57.01,7.72,33.96,3,,90.1,56.38,0.38,187.27,4.52,0.49,0.3,1.04,30,2,164.93,9,247.63,0.87,,2020-03-11,2-2
2.08,18.64,2.99,240.52,29.26,55.81,5.1,33,2,2.99,38.05,0.2,67.23,10.79,38.87,3,,116.55,66.7,0.57,216.06,6.29,0.64,0.41,1.37,30,2,213.51,9,309.14,1.26,,2020-03-12,2-2
2.88,21.88,3.74,282.21,31.51,70.76,6.41,33,2,4.08,44.29,0.27,77.81,14.56,44.56,3,,146.73,77.36,0.83,248.39,8.44,0.82,0.53,1.73,30,2,268.72,9,381.14,1.78,,2020-03-13,2-2
3.89,25.26,4.58,329.8,33.24,87.67,7.88,33,2,5.42,50.8,0.35,88.76,19.07,50.68,3,,180.57,88.36,1.16,284.72,11.02,1.02,0.66,2.14,30,2,330.41,9,463.98,2.43,,2020-03-14,2-2
