date,hospitalBedsRequired,hospitalBedCapacity,ICUBedsInUse,ICUBedCapacity,ventilatorsInUse,ventilatorCapacity,RtIndicator,RtIndicatorCI90,cumulativeDeaths,cumulativeInfected,currentInfected,currentSusceptible,currentExposed,cumulativePositiveTests,cumulativeNegativeTests,fips_char,fips
2020-04-22,130,2005,122,118,62,196,0.98,0.0600000000000001,756,182732,21502,775605,9068,25959,52922,36119,36119
2020-04-23,129,2005,122,118,61,196,0.97,0.05,782,186345,20794,772410,8650,26633,54920,36119,36119
2020-04-24,128,2005,120,118,60,196,0.93,0.0499999999999999,807,189787,20063,769386,8232,27231,56790,36119,36119
2020-04-25,127,2005,119,118,59,196,0.92,0.0399999999999999,832,193059,19313,766530,7816,27664,58308,36119,36119
2020-04-26,125,2005,118,118,58,196,0.91,0.0499999999999999,857,196161,18548,763840,7403,28007,59729,36119,36119
2020-04-27,123,2005,116,118,57,196,0.9,0.04,881,199098,17775,761311,6996,28245,60899,36119,36119
2020-04-28,121,2005,114,118,55,196,0.9,0.04,905,201869,16994,758940,6596,28626,62361,36119,36119
2020-04-29,119,2005,112,118,54,196,0.88,0.04,928,204480,16213,756715,6210,28970,63859,36119,36119
2020-04-30,116,2005,110,118,53,196,0.86,0.02,951,206941,15442,754602,5862,29232,65210,36119,36119
2020-05-01,114,2005,108,118,51,196,0.84,0.02,973,209266,14689,752593,5546,29626,67175,36119,36119
2020-05-02,111,2005,105,118,50,196,0.83,0.0099999999999999,995,211464,13961,750687,5253,29884,68726,36119,36119
2020-05-03,108,2005,103,118,48,196,0.82,0.0199999999999999,1016,213550,13266,748880,4975,30097,70175,36119,36119
2020-05-04,106,2005,100,118,46,196,0.81,0.0299999999999999,1037,215526,12600,747166,4713,30240,71257,36119,36119
2020-05-05,103,2005,97,118,45,196,0.8,0.0399999999999999,1056,217397,11962,745542,4466,30426,72505,36119,36119
2020-05-06,100,2005,95,118,43,196,0.8,0.0399999999999999,1076,219170,11354,744003,4232,30708,74534,36119,36119
2020-05-07,97,2005,92,118,42,196,0.79,0.0499999999999999,1094,220851,10774,742545,4009,30905,76561,36119,36119
2020-05-08,94,2005,89,118,40,196,0.78,0.06,1112,222443,10221,741163,3799,31087,78315,36119,36119
2020-05-09,91,2005,87,118,39,196,0.79,0.07,1130,223951,9695,739855,3599,31294,80048,36119,36119
2020-05-10,88,2005,84,118,37,196,0.77,0.09,1146,225380,9195,738615,3409,31384,81279,36119,36119
2020-05-11,85,2005,81,118,35,196,0.77,0.09,1162,226734,8718,737442,3229,31472,82175,36119,36119
2020-05-12,82,2005,78,118,34,196,0.77,0.11,1178,228016,8265,736330,3058,31611,83961,36119,36119
2020-05-13,80,2005,76,118,33,196,0.78,0.1,1193,229231,7835,735277,2896,31792,86230,36119,36119
2020-05-14,77,2005,73,118,31,196,0.78,0.12,1207,230384,7425,734279,2742,31943,88103,36119,36119
2020-05-15,74,2005,71,118,30,196,0.78,0.12,1221,231473,7036,733334,2597,32097,90008,36119,36119
2020-05-16,71,2005,68,118,28,196,0.78,0.14,1235,232505,6666,732441,2459,32224,91821,36119,36119
2020-05-17,69,2005,66,118,27,196,0.79,0.13,1247,233483,6315,731594,2328,32323,93048,36119,36119
2020-05-18,66,2005,63,118,26,196,0.79,0.13,1260,234407,5982,730793,2204,32402,94094,36119,36119
2020-05-19,64,2005,61,118,25,196,0.78,0.16,1272,235283,5666,730035,2086,32517,95846,36119,36119
2020-05-20,61,2005,59,118,24,196,0.8,0.14,1283,236113,5366,729317,1975,32673,98361,36119,36119
2020-05-21,59,2005,56,118,22,196,0.79,0.15,1294,236896,5082,728639,1869,32767,100617,36119,36119
2020-05-22,56,2005,54,118,21,196,0.78,0.16,1302,237638,4813,727998,1769,32881,103737,36119,36119
2020-05-23,53,2005,51,118,20,196,0.78,0.16,1309,238340,4558,727390,1674,32968,106192,36119,36119
2020-05-24,50,2005,48,118,19,196,0.78,0.16,1315,239006,4316,726815,1584,33049,108434,36119,36119
2020-05-25,48,2005,46,118,18,196,0.78,0.16,1322,239635,4086,726271,1499,33107,110071,36119,36119
2020-05-26,45,2005,43,118,18,196,0.78,0.16,1328,240230,3868,725756,1418,33186,112199,36119,36119
2020-05-27,43,2005,41,118,17,196,0.78,0.18,1334,240793,3661,725270,1342,33293,115358,36119,36119
2020-05-28,41,2005,39,118,16,196,0.78,0.18,1339,241326,3465,724809,1269,33349,118505,36119,36119
2020-05-29,38,2005,37,118,15,196,0.77,0.19,1344,241831,3280,724373,1201,33429,121813,36119,36119
2020-05-30,36,2005,35,118,14,196,0.77,0.19,1349,242307,3104,723961,1136,33481,125051,36119,36119
2020-05-31,34,2005,33,118,14,196,0.78,0.2,1354,242759,2937,723571,1075,33552,128356,36119,36119
2020-06-01,33,2005,31,118,13,196,0.8,0.2,1359,243186,2779,723202,1017,33633,131458,36119,36119
2020-06-02,31,2005,29,118,12,196,0.8,0.22,1363,243590,2630,722853,961,33691,134653,36119,36119
2020-06-03,29,2005,28,118,12,196,0.79,0.23,1367,243972,2488,722523,909,33767,138101,36119,36119
2020-06-04,28,2005,26,118,11,196,0.8,0.24,1371,244331,2355,722213,860,33854,142230,36119,36119
2020-06-05,26,2005,25,118,10,196,0.8,0.24,1374,244675,2228,721916,813,33924,146139,36119,36119
2020-06-06,25,2005,24,118,10,196,0.79,0.27,1378,244999,2107,721637,769,33954,149271,36119,36119
2020-06-07,23,2005,22,118,9,196,0.8,0.26,1381,245304,1994,721374,727,34000,152561,36119,36119
2020-06-08,22,2005,21,118,9,196,0.8,0.28,1384,245592,1886,721124,688,34035,155103,36119,36119
2020-06-09,21,2005,20,118,8,196,0.8,0.28,1387,245865,1784,720889,651,34076,158366,36119,36119
2020-06-10,20,2005,19,118,8,196,0.8,0.28,1390,246124,1688,720666,615,34106,161830,36119,36119
2020-06-11,19,2005,18,118,7,196,0.8,0.28,1392,246368,1597,720455,582,34175,166715,36119,36119
2020-06-12,17,2005,17,118,7,196,0.82,0.26,1395,246599,1510,720256,550,34253,171736,36119,36119
2020-06-13,16,2005,16,118,7,196,0.81,0.29,1397,246817,1428,720067,520,34290,175098,36119,36119
2020-06-14,16,2005,15,118,6,196,0.81,0.29,1399,247024,1351,719889,492,34327,178655,36119,36119
2020-06-15,15,2005,14,118,6,196,0.82,0.3,1401,247219,1278,719720,465,34358,181828,36119,36119
2020-06-16,14,2005,13,118,6,196,0.83,0.31,1403,247404,1208,719560,440,34385,184990,36119,36119
2020-06-17,13,2005,12,118,5,196,0.84,0.32,1405,247579,1143,719409,416,34409,188964,36119,36119
2020-06-18,12,2005,12,118,5,196,0.84,0.32,1407,247745,1081,719267,393,34455,193439,36119,36119
2020-06-19,12,2005,11,118,5,196,0.84,0.34,1409,247901,1022,719132,372,34486,197032,36119,36119
2020-06-20,11,2005,10,118,4,196,0.85,0.33,1410,248047,967,719006,352,34521,200876,36119,36119
2020-06-21,10,2005,10,118,4,196,0.85,0.33,1412,248188,914,718884,332,34521,200876,36119,36119
2020-06-22,10,2005,9,118,4,196,0.86,0.34,1413,248321,864,718770,314,,,36119,36119
2020-06-23,9,2005,9,118,4,196,,,1415,248446,817,718662,297,,,36119,36119
2020-06-24,9,2005,8,118,3,196,,,1416,248564,773,718560,281,,,36119,36119
2020-06-25,8,2005,8,118,3,196,,,1417,248676,731,718462,267,,,36119,36119
2020-06-26,8,2005,7,118,3,196,,,1418,248782,692,718368,254,,,36119,36119
2020-06-27,7,2005,7,118,3,196,,,1419,248884,656,718279,242,,,36119,36119
2020-06-28,7,2005,6,118,3,196,,,1420,248980,622,718193,231,,,36119,36119
2020-06-29,6,2005,6,118,2,196,,,1421,249073,590,718110,221,,,36119,36119
2020-06-30,6,2005,6,118,2,196,,,1422,249161,561,718031,212,,,36119,36119
2020-07-01,6,2005,5,118,2,196,,,1423,249246,534,717955,203,,,36119,36119
2020-07-02,5,2005,5,118,2,196,,,1424,249327,509,717882,195,,,36119,36119
2020-07-03,5,2005,5,118,2,196,,,1425,249405,485,717812,187,,,36119,36119
2020-07-04,5,2005,4,118,2,196,,,1425,249480,463,717745,180,,,36119,36119
2020-07-05,4,2005,4,118,2,196,,,1426,249552,443,717679,173,,,36119,36119
2020-07-06,4,2005,4,118,2,196,,,1427,249622,424,717616,167,,,36119,36119
2020-07-07,4,2005,4,118,1,196,,,1427,249689,406,717555,161,,,36119,36119
2020-07-08,4,2005,3,118,1,196,,,1428,249753,389,717497,155,,,36119,36119
2020-07-09,3,2005,3,118,1,196,,,1428,249815,373,717440,149,,,36119,36119
2020-07-10,3,2005,3,118,1,196,,,1429,249875,358,717386,143,,,36119,36119
2020-07-11,3,2005,3,118,1,196,,,1429,249932,344,717335,138,,,36119,36119
2020-07-12,3,2005,3,118,1,196,,,1430,249988,330,717285,132,,,36119,36119
2020-07-13,3,2005,2,118,1,196,,,1430,250041,317,717237,127,,,36119,36119
2020-07-14,2,2005,2,118,1,196,,,1431,250091,304,717192,122,,,36119,36119
2020-07-15,2,2005,2,118,1,196,,,1431,250140,292,717148,117,,,36119,36119
2020-07-16,2,2005,2,118,1,196,,,1432,250187,280,717105,112,,,36119,36119
2020-07-17,2,2005,2,118,1,196,,,1432,250232,269,717065,108,,,36119,36119
2020-07-18,2,2005,2,118,1,196,,,1432,250275,258,717026,103,,,36119,36119
2020-07-19,2,2005,2,118,1,196,,,1433,250317,248,716988,99,,,36119,36119
2020-07-20,2,2005,2,118,1,196,,,1433,250357,238,716953,95,,,36119,36119
2020-07-21,2,2005,1,118,0,196,,,1433,250395,229,716918,91,,,36119,36119
2020-07-22,1,2005,1,118,0,196,,,1434,250432,219,716885,88,,,36119,36119
2020-07-23,1,2005,1,118,0,196,,,1434,250467,211,716853,84,,,36119,36119
2020-07-24,1,2005,1,118,0,196,,,1434,250501,202,716823,81,,,36119,36119
2020-07-25,1,2005,1,118,0,196,,,1434,250533,194,716794,77,,,36119,36119
2020-07-26,1,2005,1,118,0,196,,,1435,250564,186,716766,74,,,36119,36119
2020-07-27,1,2005,1,118,0,196,,,1435,250594,179,716739,71,,,36119,36119
2020-07-28,1,2005,1,118,0,196,,,1435,250623,171,716713,68,,,36119,36119
2020-07-29,1,2005,1,118,0,196,,,1435,250651,165,716688,66,,,36119,36119
2020-07-30,1,2005,1,118,0,196,,,1436,250677,158,716665,63,,,36119,36119
2020-07-31,1,2005,1,118,0,196,,,1436,250702,152,716642,60,,,36119,36119
2020-08-01,1,2005,1,118,0,196,,,1436,250727,146,716620,58,,,36119,36119
2020-08-02,1,2005,1,118,0,196,,,1436,250750,140,716599,56,,,36119,36119
2020-08-03,1,2005,1,118,0,196,,,1436,250772,134,716579,53,,,36119,36119
2020-08-04,1,2005,0,118,0,196,,,1436,250794,129,716560,51,,,36119,36119
2020-08-05,1,2005,0,118,0,196,,,1437,250814,123,716541,49,,,36119,36119
2020-08-06,0,2005,0,118,0,196,,,1437,250834,118,716523,47,,,36119,36119
2020-08-07,0,2005,0,118,0,196,,,1437,250853,114,716506,45,,,36119,36119
2020-08-08,0,2005,0,118,0,196,,,1437,250872,109,716490,43,,,36119,36119
2020-08-09,0,2005,0,118,0,196,,,1437,250889,105,716474,42,,,36119,36119
2020-08-10,0,2005,0,118,0,196,,,1437,250906,100,716459,40,,,36119,36119
2020-08-11,0,2005,0,118,0,196,,,1437,250922,96,716444,38,,,36119,36119
2020-08-12,0,2005,0,118,0,196,,,1438,250938,93,716430,37,,,36119,36119
2020-08-13,0,2005,0,118,0,196,,,1438,250952,89,716417,35,,,36119,36119
2020-08-14,0,2005,0,118,0,196,,,1438,250967,85,716404,34,,,36119,36119
2020-08-15,0,2005,0,118,0,196,,,1438,250980,82,716392,32,,,36119,36119
2020-08-16,0,2005,0,118,0,196,,,1438,250994,78,716380,31,,,36119,36119
2020-08-17,0,2005,0,118,0,196,,,1438,251006,75,716369,30,,,36119,36119
2020-08-18,0,2005,0,118,0,196,,,1438,251018,72,716358,29,,,36119,36119
2020-08-19,0,2005,0,118,0,196,,,1438,251030,69,716347,27,,,36119,36119
2020-08-20,0,2005,0,118,0,196,,,1438,251041,66,716337,26,,,36119,36119
2020-08-21,0,2005,0,118,0,196,,,1438,251052,64,716328,25,,,36119,36119
2020-08-22,0,2005,0,118,0,196,,,1438,251062,61,716318,24,,,36119,36119
2020-08-23,0,2005,0,118,0,196,,,1439,251072,59,716310,23,,,36119,36119
2020-08-24,0,2005,0,118,0,196,,,1439,251081,56,716301,22,,,36119,36119
2020-08-25,0,2005,0,118,0,196,,,1439,251090,54,716293,21,,,36119,36119
2020-08-26,0,2005,0,118,0,196,,,1439,251099,52,716285,20,,,36119,36119
2020-08-27,0,2005,0,118,0,196,,,1439,251107,50,716278,20,,,36119,36119
2020-08-28,0,2005,0,118,0,196,,,1439,251115,48,716270,19,,,36119,36119
2020-08-29,0,2005,0,118,0,196,,,1439,251123,46,716263,18,,,36119,36119
2020-08-30,0,2005,0,118,0,196,,,1439,251131,44,716257,17,,,36119,36119
2020-08-31,0,2005,0,118,0,196,,,1439,251138,42,716250,17,,,36119,36119
2020-09-01,0,2005,0,118,0,196,,,1439,251144,40,716244,16,,,36119,36119
2020-09-02,0,2005,0,118,0,196,,,1439,251151,39,716238,15,,,36119,36119
2020-09-03,0,2005,0,118,0,196,,,1439,251157,37,716233,15,,,36119,36119
2020-09-04,0,2005,0,118,0,196,,,1439,251163,36,716227,14,,,36119,36119
2020-09-05,0,2005,0,118,0,196,,,1439,251169,34,716222,13,,,36119,36119
2020-09-06,0,2005,0,118,0,196,,,1439,251175,33,716217,13,,,36119,36119
2020-09-07,0,2005,0,118,0,196,,,1439,251180,31,716212,12,,,36119,36119
2020-09-08,0,2005,0,118,0,196,,,1439,251185,30,716208,12,,,36119,36119
2020-09-09,0,2005,0,118,0,196,,,1439,251190,29,716203,11,,,36119,36119
2020-09-10,0,2005,0,118,0,196,,,1439,251195,28,716199,11,,,36119,36119
2020-09-11,0,2005,0,118,0,196,,,1439,251199,27,716195,10,,,36119,36119
2020-09-12,0,2005,0,118,0,196,,,1440,251203,25,716191,10,,,36119,36119
2020-09-13,0,2005,0,118,0,196,,,1440,251208,24,716188,9,,,36119,36119
2020-09-14,0,2005,0,118,0,196,,,1440,251211,23,716184,9,,,36119,36119
2020-09-15,0,2005,0,118,0,196,,,1440,251215,22,716181,9,,,36119,36119
2020-09-16,0,2005,0,118,0,196,,,1440,251219,22,716177,8,,,36119,36119
2020-09-17,0,2005,0,118,0,196,,,1440,251223,21,716174,8,,,36119,36119
2020-09-18,0,2005,0,118,0,196,,,1440,251226,20,716171,8,,,36119,36119
2020-09-19,0,2005,0,118,0,196,,,1440,251229,19,716168,7,,,36119,36119
2020-09-20,0,2005,0,118,0,196,,,1440,251232,18,716165,7,,,36119,36119
2020-09-21,0,2005,0,118,0,196,,,1440,251235,17,716163,7,,,36119,36119
2020-09-22,0,2005,0,118,0,196,,,1440,251238,17,716160,6,,,36119,36119
2020-03-03,0,2069,0,93,0,322,,,38,59,82,1356725,89,,,36059,36059
2020-03-04,0,2069,0,93,0,322,,,38,100,104,1356661,111,,,36059,36059
2020-03-05,0,2069,0,93,0,322,,,38,151,131,1356581,140,1,0,36059,36059
2020-03-06,0,2069,0,93,0,322,1.5,4,38,216,165,1356480,177,4,7,36059,36059
2020-03-07,0,2069,0,93,0,322,1.66,2.64,38,297,209,1356353,223,6,10,36059,36059
2020-03-08,0,2069,0,93,0,322,1.72,2.06,38,399,263,1356193,280,10,17,36059,36059
2020-03-09,0,2069,0,93,0,322,1.62,1.82,38,528,331,1355991,353,14,28,36059,36059
2020-03-10,0,2069,0,93,0,322,1.54,1.52,38,691,417,1355737,445,20,44,36059,36059
2020-03-11,0,2069,0,93,0,322,1.49,1.33,38,895,526,1355417,561,31,91,36059,36059
2020-03-12,1,2069,0,93,0,322,1.54,1.28,38,1153,662,1355014,706,45,163,36059,36059
2020-03-13,1,2069,1,93,0,322,1.89,1.27,39,1477,834,1354506,889,64,244,36059,36059
2020-03-14,1,2069,1,93,0,322,2.26,1.52,39,1885,1051,1353868,1120,84,306,36059,36059
2020-03-15,2,2069,1,93,1,322,2.51,1.43,39,2399,1323,1353064,1410,107,392,36059,36059
2020-03-16,2,2069,2,93,1,322,2.54,1.4,39,3045,1665,1352053,1774,131,480,36059,36059
2020-03-17,3,2069,2,93,1,322,2.47,1.13,40,3859,2096,1350782,2232,183,646,36059,36059
2020-03-18,4,2069,3,93,2,322,2.36,0.88,41,4882,2638,1349183,2807,369,1092,36059,36059
2020-03-19,5,2069,4,93,2,322,2.25,0.71,41,6169,3319,1347174,3529,754,1743,36059,36059
2020-03-20,7,2069,5,93,3,322,2.23,0.53,42,7786,4174,1344652,4434,1233,2970,36059,36059
2020-03-21,8,2069,7,93,4,322,2.18,0.42,43,9817,5246,1341488,5568,1900,4271,36059,36059
2020-03-22,11,2069,9,93,5,322,2.09,0.37,45,12366,6591,1337522,6985,2442,5052,36059,36059
2020-03-23,14,2069,11,93,7,322,2.16,0.18,47,15561,8274,1332559,8753,2869,5618,36059,36059
2020-03-24,17,2069,14,93,9,322,2.14,0.0600000000000001,49,19563,10378,1326356,10954,3285,6098,36059,36059
2020-03-25,22,2069,18,93,11,322,2.1,0.02,52,24565,13002,1318632,13675,3914,7204,36059,36059
2020-03-26,27,2069,23,93,14,322,2.02,-0.02,56,30760,16222,1309370,16742,4657,7873,36059,36059
2020-03-27,34,2069,29,93,18,322,1.97,-0.0700000000000001,61,38247,20017,1298600,20025,5537,8820,36059,36059
2020-03-28,43,2069,36,93,22,322,1.89,-0.0500000000000003,66,47110,24356,1286293,23470,6445,10019,36059,36059
2020-03-29,53,2069,45,93,27,322,1.81,-0.05,74,57394,29179,1272508,26971,7344,10950,36059,36059
2020-03-30,66,2069,55,93,33,322,1.73,-0.0499999999999998,85,69092,34390,1257399,30382,8544,12011,36059,36059
2020-03-31,80,2069,68,93,40,322,1.67,-0.0499999999999998,99,82130,39850,1241216,33527,9554,12846,36059,36059
2020-04-01,97,2069,82,93,48,322,1.59,-0.0299999999999998,115,96364,45381,1224291,36217,10587,13721,36059,36059
2020-04-02,115,2069,97,93,57,322,1.56,-0.02,135,111512,50722,1207118,38243,12024,14947,36059,36059
2020-04-03,134,2069,114,93,66,322,1.48,0.04,158,127461,55771,1189887,39524,13346,16319,36059,36059
2020-04-04,154,2069,131,93,75,322,1.42,0.04,185,143651,60123,1173372,39850,14398,17462,36059,36059
2020-04-05,174,2069,149,93,85,322,1.39,0.00999999999999979,216,159814,63625,1157875,39184,15616,18607,36059,36059
2020-04-06,194,2069,166,93,94,322,1.31,0.03,250,175423,66015,1143925,37524,16610,19710,36059,36059
2020-04-07,214,2069,183,93,103,322,1.26,0.02,288,190258,67214,1131696,34919,18548,21951,36059,36059
2020-04-08,231,2069,199,93,111,322,1.21,0.03,329,203826,67049,1121518,31528,20140,23957,36059,36059
2020-04-09,247,2069,212,93,118,322,1.19,0.03,374,216052,65703,1112267,28554,21512,25606,36059,36059
2020-04-10,260,2069,224,93,124,322,1.15,0.03,420,227224,63656,1103330,26319,22584,27061,36059,36059
2020-04-11,271,2069,234,93,129,322,1.1,0.02,469,237581,61251,1094762,24530,23553,28399,36059,36059
2020-04-12,280,2069,242,93,132,322,1.07,0.01,520,247268,58685,1086593,23011,24358,29666,36059,36059
2020-04-13,286,2069,248,93,135,322,1.03,0.01,572,256372,56065,1078828,21673,25250,31057,36059,36059
2020-04-14,290,2069,252,93,136,322,1.01,0.01,624,264955,53459,1071463,20454,26715,32747,36059,36059
2020-04-15,293,2069,255,93,136,322,0.98,0,677,273062,50904,1064489,19322,27772,34504,36059,36059
2020-04-16,294,2069,256,93,136,322,0.92,-0.02,730,280722,48419,1057889,18261,28539,36123,36059,36059
2020-04-17,293,2069,256,93,135,322,0.9,-0.04,783,287963,46015,1051649,17260,29180,37455,36059,36059
2020-04-18,292,2069,255,93,134,322,0.88,-0.02,836,294808,43696,1045752,16313,30013,39280,36059,36059
2020-04-19,289,2069,254,93,132,322,0.87,0.01,888,301276,41466,1040181,15416,30677,40812,36059,36059
2020-04-20,285,2069,251,93,129,322,0.86,0.04,940,307388,39325,1034921,14564,31079,41795,36059,36059
2020-04-21,281,2069,248,93,126,322,0.84,0.04,990,313160,37275,1029956,13756,31555,43016,36059,36059
2020-04-22,276,2069,244,93,123,322,0.83,0.0299999999999999,1040,318609,35313,1025274,12990,32124,44427,36059,36059
2020-04-23,271,2069,239,93,120,322,0.81,0.0299999999999999,1089,323754,33439,1020856,12262,32765,46573,36059,36059
2020-04-24,265,2069,234,93,117,322,0.81,0.0299999999999999,1136,328612,31651,1016688,11572,33798,49765,36059,36059
2020-04-25,258,2069,229,93,113,322,0.81,0.0499999999999999,1182,333197,29947,1012759,10917,34522,52375,36059,36059
2020-04-26,252,2069,224,93,109,322,0.82,0.0399999999999999,1227,337523,28324,1009054,10296,34865,53903,36059,36059
2020-04-27,245,2069,218,93,106,322,0.81,0.0499999999999999,1271,341602,26778,1005562,9709,35085,55182,36059,36059
2020-04-28,238,2069,212,93,102,322,0.8,0.0399999999999999,1313,345460,25305,1002260,9152,35505,57271,36059,36059
2020-04-29,231,2069,206,93,98,322,0.79,0.0499999999999999,1354,349075,23909,999168,8629,35854,59346,36059,36059
2020-04-30,223,2069,200,93,94,322,0.79,0.0499999999999999,1393,352491,22579,996247,8135,36161,61147,36059,36059
2020-05-01,216,2069,194,93,90,322,0.78,0.04,1431,355713,21317,993493,7667,36519,63173,36059,36059
2020-05-02,209,2069,188,93,87,322,0.76,0.04,1468,358749,20120,990900,7224,36780,65106,36059,36059
2020-05-03,202,2069,182,93,83,322,0.73,0.03,1503,361609,18986,988458,6806,36965,66657,36059,36059
2020-05-04,195,2069,176,93,80,322,0.72,0.04,1537,364304,17912,986158,6411,37152,68292,36059,36059
2020-05-05,188,2069,170,93,76,322,0.72,0.0600000000000001,1570,366842,16895,983993,6038,37350,69859,36059,36059
2020-05-06,181,2069,164,93,73,322,0.71,0.0900000000000001,1601,369233,15932,981954,5686,37593,72274,36059,36059
2020-05-07,174,2069,158,93,69,322,0.71,0.0900000000000001,1631,371482,15021,980037,5354,37812,74105,36059,36059
2020-05-08,168,2069,152,93,66,322,0.71,0.0700000000000001,1660,373598,14161,978234,5041,38028,76279,36059,36059
2020-05-09,161,2069,146,93,63,322,0.71,0.0900000000000001,1688,375590,13347,976537,4746,38217,78350,36059,36059
2020-05-10,155,2069,141,93,60,322,0.7,0.1,1714,377466,12578,974939,4467,38337,79986,36059,36059
2020-05-11,149,2069,135,93,57,322,0.72,0.1,1739,379234,11851,973434,4205,38434,81447,36059,36059
2020-05-12,143,2069,130,93,54,322,0.71,0.11,1764,380897,11165,972019,3957,38587,83668,36059,36059
2020-05-13,137,2069,125,93,52,322,0.71,0.13,1787,382462,10518,970686,3724,38743,86145,36059,36059
2020-05-14,131,2069,120,93,49,322,0.71,0.13,1809,383936,9906,969432,3504,38864,88387,36059,36059
2020-05-15,126,2069,115,93,47,322,0.7,0.14,1830,385323,9329,968252,3298,39033,90696,36059,36059
2020-05-16,121,2069,110,93,44,322,0.7,0.14,1850,386629,8785,967135,3109,39136,92613,36059,36059
