state,date,reported_cases,predicted_infections_mean,predicted_infections_lower_CI_95,predicted_infections_higher_CI_95_cumulative,reported_deaths,estimated_deaths_mean,estimated_deaths_lower_CI_95,estimated_deaths_higher_CI_95,mean_time_varying_reproduction_number_R.t.,time_varying_reproduction_number_R.t._lower_CI_95,time_varying_reproduction_number_R.t._higher_CI_95,mean_infectious_individuals,infectious_individuals_lower_CI_95,infectious_individuals_higher_CI_95
NY,2020-05-12,1438,7595.70334100746,2840.42504185709,15589.1416371428,279,221.730927100085,175.871717457183,277.668565767501,0.770528962950226,0.533685603272372,1.03270370225594,80426.2086647056,42910.8574511534,134485.344800537
NY,2020-05-13,2123,7752.96239572041,2763.0294188936,16355.629036894,166,208.139168284501,165.723973297025,261.496976667919,0.803191160125403,0.55755542169576,1.07625176785891,78511.7235871755,40236.3590719927,134393.640177804
NY,2020-05-14,2364,7397.51527100943,2513.26567258959,16023.0988652937,169,195.468456310144,155.915589496649,246.254127532164,0.785148574649589,0.546130122331737,1.05062543820893,76369.8290705148,37556.4320652441,133935.134390308
NY,2020-05-15,2759,7056.66818243247,2291.19580648878,15642.6987603162,138,183.8598531997,146.869145539361,231.630650491404,0.767603592360638,0.531245055132674,1.02604086508174,74270.2599443017,34959.388629142,133713.786472463
NY,2020-05-16,2185,9496.86385924481,2986.49551535145,21527.2473329347,198,173.261128590829,137.933654366799,218.415326421907,1.06208333600854,0.728895970224193,1.42545218719527,72206.0139722746,32452.9391041203,133669.242861832
NY,2020-05-17,1901,9060.21620685986,2698.84759060469,21284.1434222542,215,163.438639219219,129.690993785162,206.835193393792,1.0330951232856,0.71107206971226,1.38493923797701,70552.4285609028,30283.8030445144,134734.897902613
NY,2020-05-18,1241,6970.80807480822,1947.1192234856,16772.7808223042,134,154.526250257643,121.826494534714,196.314450753477,0.796973477137881,0.555806514868274,1.06285959241313,69952.9631259769,28690.711580873,138116.221053911
NY,2020-05-19,1479,7638.59953988513,2024.56959529423,18783.919565617,135,146.384209912678,114.760442642091,187.436328898283,0.873037322075089,0.608699715508415,1.16488998038704,69783.2024094165,27161.8054353465,142142.771806016
NY,2020-05-20,1478,7923.20380478698,1986.08967861512,19926.606601085,103,138.909232216447,107.799679131377,179.263293963571,0.909252924195356,0.630797816512071,1.21617472011122,69300.3394712094,25619.0304716544,145444.511239855
NY,2020-05-21,2078,8114.66024815358,1929.51675893029,20935.1561273452,123,132.088638959296,101.747666677768,173.267063175866,0.936516722875684,0.647661764873839,1.25043206753666,68710.3766883783,24149.5961068542,148435.306690102
NY,2020-05-22,1678,7675.70187525766,1732.63224987601,20292.9678311466,139,125.815365768659,95.4040428748837,167.776246121456,0.888907882174471,0.615848139073038,1.1868213740426,68231.9397097985,22797.4253595678,150527.983429268
NY,2020-05-23,1754,8711.50607763652,1860.19248984074,23813.2646618917,98,120.200523576293,89.2889931988748,163.268929211021,1.0119870373761,0.698227667705738,1.34605956959895,67881.0663350677,21595.1890925317,154014.179374052
NY,2020-05-24,1601,10301.2146640441,2079.71780375888,28826.7583840737,146,115.041880927388,84.1516444337623,159.132916029818,1.19947481935768,0.823616678443136,1.6117132378553,67674.7629381752,20404.3376167071,157833.514163072
NY,2020-05-25,1279,5236.41094738175,983.742290255314,15406.5213214744,92,110.39136824371,78.683140957446,156.887987544647,0.600337141720707,0.410593885567604,0.814669501963363,68115.5248478506,19530.0658918329,163275.208372549
NY,2020-05-26,1044,8037.67970766375,1427.99549386404,23666.040885947,103,106.201755717363,73.7688922522147,154.988235782394,0.912599749128392,0.63464392716298,1.21110729865001,68734.4977893816,18639.3920010413,168977.136428314
NY,2020-05-27,1132,8473.39493132795,1420.73181639748,25540.4301744958,98,102.430472074845,69.0669609499505,153.482635402772,0.965093206402693,0.66790509677603,1.2831055714785,68362.9541215457,17629.82696007,172013.814104716
NY,2020-05-28,1758,7908.28835630824,1255.19929217794,24369.1152746211,99,98.9997446273834,64.525601080688,152.237479630391,0.903117071665207,0.628922398796562,1.19875706494045,67949.7402420684,16578.8088266548,175202.104296296
NY,2020-05-29,1549,7222.23857892449,1079.00678638389,22859.8127796493,97,95.9367142406098,60.3827856033864,152.118516501024,0.824241264187336,0.574066368643642,1.09139147265597,67765.9226063669,15634.5738019413,179388.714823841
