date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper,r_values_mean,country,region,subregion
2020-02-26,,,,,,,,,2436,1774,3284,5935,4474,7784,5935,4474,7784,5.26998909225,US,NY,New York City
2020-02-27,,,,,,,,,2416,1762,3268,8351,6237,11052,8351,6237,11052,5.2313978442,US,NY,New York City
2020-02-28,,,,,,,,,2921,2105,4013,11272,8343,15064,11272,8343,15064,5.17989545148,US,NY,New York City
2020-02-29,,,,,,,,,3923,2788,5487,15195,11131,20551,15195,11131,20551,5.11211639831,US,NY,New York City
2020-03-01,,,,,,,,,6025,4221,8584,21221,15352,29134,21221,15352,29134,5.02350274494,US,NY,New York City
2020-03-02,,,,,,,,,9367,6508,13782,30587,21861,42916,30587,21861,42916,4.90875246204,US,NY,New York City
2020-03-03,,,,,,,,,12450,8624,18061,42648,30185,60476,43037,30485,60976,4.76191181542,US,NY,New York City
2020-03-04,,,,,,,,,16195,11187,23869,58455,41072,83845,59232,41672,84845,4.57687673598,US,NY,New York City
2020-03-05,,,,,,,,,21474,14838,31912,79540,55611,115256,80706,56511,116756,4.34839693432,US,NY,New York City
2020-03-06,,,,,,,,,28365,19722,41852,107516,75033,156607,109071,76233,158607,4.07301589622,US,NY,New York City
2020-03-07,,,,,,,,,36531,25759,52338,143658,100492,208444,145602,101992,210944,3.75100509969,US,NY,New York City
2020-03-08,,,,,,,,,44665,32187,63459,187934,132379,271403,190267,134179,274403,3.3887826896,US,NY,New York City
2020-03-09,,,,,,,,,52449,38840,70689,239995,170920,341591,242716,173020,345091,3.00073771219,US,NY,New York City
2020-03-10,,,,,,,,,59628,44595,80790,299234,215215,421880,302344,217615,425880,2.60882554285,US,NY,New York City
2020-03-11,,,,,,,,,65600,48985,89340,364445,263901,510720,367943,266601,515220,2.2381512744,US,NY,New York City
2020-03-12,1,1,,,,,,,69852,52678,92325,431860,314805,599761,437795,319280,607545,1.90985591693,US,NY,New York City
2020-03-13,1,2,,,,,,,72169,55263,91479,501613,368305,687972,509964,374543,699024,1.63552316192,US,NY,New York City
2020-03-14,3,5,,,,,,,72898,56003,89134,571590,422204,773093,582862,430547,788157,1.41650781668,US,NY,New York City
2020-03-15,6,11,,,,,,,72518,56065,90407,640184,475481,858013,655380,486612,878564,1.2471998537,US,NY,New York City
2020-03-16,10,21,,,,,,,71332,55485,90854,705491,526745,940283,726711,542098,969417,1.11901065809,US,NY,New York City
2020-03-17,11,32,,,,,,,69521,53954,89664,765644,574190,1016165,796232,596052,1059081,1.02314760741,US,NY,New York City
2020-03-18,25,57,,,,,,,67214,51534,87152,820409,617100,1085256,863446,647586,1146232,0.951944398719,US,NY,New York City
2020-03-19,27,84,,,,,,,64573,49182,83691,868787,655095,1145078,928019,696768,1229922,0.899236007212,US,NY,New York City
2020-03-20,50,134,,,,,,,61763,46924,79641,909077,687181,1192807,989782,743692,1309563,0.860276665709,US,NY,New York City
2020-03-21,46,180,,,,,,,58902,44765,75276,939614,712225,1226232,1048684,788458,1384838,0.831499706905,US,NY,New York City
2020-03-22,52,232,,,,,,,56057,42702,70786,959140,729168,1244680,1104742,831160,1455624,0.810260779762,US,NY,New York City
2020-03-23,96,328,,,,,,,53262,40924,66223,967737,737905,1247444,1158004,872085,1521847,0.7946156613,US,NY,New York City
2020-03-24,105,433,,,,,,,50540,38972,61246,965828,738037,1238001,1208544,911057,1583092,0.783142879732,US,NY,New York City
2020-03-25,140,573,,,,,,,47916,37305,57695,954117,730747,1214907,1256460,948363,1640786,0.774807396568,US,NY,New York City
2020-03-26,225,798,,,,,,,45409,35602,54669,933926,717363,1180235,1301869,983965,1695455,0.768857632506,US,NY,New York City
2020-03-27,252,1050,,,,,,,43030,33976,52186,907104,698661,1140096,1344899,1017942,1747640,0.764748534052,US,NY,New York City
2020-03-28,327,1377,,,,,,,40781,32440,49782,875715,675838,1098399,1385679,1050382,1797422,0.762084488717,US,NY,New York City
2020-03-29,352,1729,,,,,,,38659,31091,47442,841476,650926,1056707,1424338,1081473,1844864,0.760576870262,US,NY,New York City
2020-03-30,399,2128,,,,,,,36662,29884,44753,805620,624746,1011053,1461000,1111358,1889616,0.760012195533,US,NY,New York City
2020-03-31,461,2589,,,,,,,34787,28390,42950,769075,597651,963149,1495787,1139749,1932566,0.760228000639,US,NY,New York City
2020-04-01,526,3115,,,,,,,33030,27068,40846,732584,570765,914331,1528816,1166818,1973411,0.761094569256,US,NY,New York City
2020-04-02,639,3754,,,,,,,31386,25953,38924,696756,545184,866103,1560202,1192771,2012334,0.762501409231,US,NY,New York City
2020-04-03,645,4399,,,,,,,29848,24904,36650,662031,520907,819062,1590051,1217676,2048984,0.764347810617,US,NY,New York City
2020-04-04,678,5077,,,,,,,28410,23493,35380,628678,497476,774801,1618460,1241169,2084363,0.76653703727,US,NY,New York City
2020-04-05,727,5804,,,,,,,27063,21959,34240,596839,474671,733765,1645523,1263129,2118603,0.768973740709,US,NY,New York City
2020-04-06,792,6596,,,,,,,25801,20542,32925,566583,452510,695904,1671325,1283671,2151527,0.77156408475,US,NY,New York City
2020-04-07,810,7406,,,,,,,24618,19237,31537,537939,430822,661217,1695943,1302908,2183063,0.774217889296,US,NY,New York City
2020-04-08,731,8137,,,,,,,23507,18181,30181,510905,410031,630152,1719449,1321089,2213244,0.776851923424,US,NY,New York City
2020-04-09,724,8861,,,,,,,22461,17195,28990,485450,389922,601447,1741910,1338285,2242233,0.779393410306,US,NY,New York City
2020-04-10,697,9558,,,,,,,21474,16303,27818,461515,370623,574597,1763384,1354588,2270051,0.781782911873,US,NY,New York City
2020-04-11,680,10238,,,,,,,20542,15638,26706,439028,352285,549117,1783926,1370227,2296757,0.783976026604,US,NY,New York City
2020-04-12,717,10955,,,,,,,19660,14622,25650,417907,334467,524984,1803587,1384849,2322406,0.785943680609,US,NY,New York City
2020-04-13,726,11681,,,,,,,18824,13680,24643,398072,317056,502186,1822410,1398530,2347049,0.787671116249,US,NY,New York City
2020-04-14,643,12324,,,,,,,18029,13146,23683,379439,300317,481116,1840439,1411676,2370732,0.78915590639,US,NY,New York City
2020-04-15,527,12851,,,,,,,17273,12087,22972,361926,284015,461138,1857712,1423764,2393703,0.790405417123,US,NY,New York City
2020-04-16,523,13374,,,,,,,16553,11140,22212,345449,268087,442504,1874266,1434905,2415915,0.79143412377,US,NY,New York City
2020-04-17,452,13826,,,,,,,15867,10425,21863,329930,252559,425443,1890133,1445330,2437777,0.792261095466,US,NY,New York City
2020-04-18,465,14291,,,,,,,15212,9826,21314,315294,237481,410107,1905345,1455157,2459090,0.792907846894,US,NY,New York City
2020-04-19,444,14735,,,,,,,14586,9178,20780,301471,223166,395507,1919931,1464336,2479869,0.793396645654,US,NY,New York City
2020-04-20,434,15169,,,,,,,13988,8569,20254,288396,209776,381521,1933919,1472905,2500123,0.79374927932,US,NY,New York City
2020-04-21,360,15529,,,,,,,13416,8449,19648,276010,197684,368244,1947335,1481355,2519771,0.793986232915,US,NY,New York City
2020-04-22,335,15864,,,,,,,12868,7893,19178,264260,186340,355885,1960203,1489249,2538948,0.794126201943,US,NY,New York City
2020-04-23,294,16158,,,,,,,12344,7439,18717,253097,175598,344421,1972547,1496688,2557665,0.794185860767,US,NY,New York City
2020-04-24,32,16190,,,,,,,11842,6827,18265,242478,165230,333696,1984388,1503515,2575929,0.79417981272,US,NY,New York City
2020-04-25,936,17126,,,,,,,11361,6428,17823,232364,155355,323701,1995749,1509944,2593752,0.794120660696,US,NY,New York City
2020-04-26,154,17280,,,,,,,10899,6102,17377,222722,145819,314372,2006648,1516046,2611128,0.794019150615,US,NY,New York City
2020-04-27,235,17515,,,,,,,10457,5715,16931,213519,136912,305653,2017106,1521762,2628058,0.793884352933,US,NY,New York City
2020-04-28,167,17682,,,,,,,10034,5356,16495,204729,128588,297504,2027139,1527118,2644552,0.793723859105,US,NY,New York City
2020-04-29,394,18076,,,,,,,9627,5016,16068,196328,120458,289888,2036767,1532134,2660620,0.793544049832,US,NY,New York City
2020-04-30,-7,18069,,,,,,,9238,4729,15650,188292,113099,282567,2046005,1536864,2676269,0.793352454955,US,NY,New York City
2020-05-01,330,18399,,,,,,,8864,4445,15242,180603,106404,275597,2054869,1541310,2691511,0.793151190746,US,NY,New York City
2020-05-02,92,18491,,,,,,,8506,4185,14842,173242,100165,268576,2063374,1545496,2706353,0.792942146599,US,NY,New York City
2020-05-03,434,18925,,,,,,,8162,3945,14452,166191,94284,261715,2071536,1549442,2720804,0.792729642113,US,NY,New York City
2020-05-04,132,19057,,,,,,,7832,3723,14070,159437,88829,255004,2079368,1553165,2734873,0.792516070431,US,NY,New York City
2020-05-05,10,19067,,,,,,,7515,3507,13696,152963,83766,248446,2086882,1556672,2748569,0.79230331666,US,NY,New York City
2020-05-06,107,19174,,,,,,,7211,3307,13331,146759,78624,242129,2094093,1559980,2761899,0.792092903362,US,NY,New York City
2020-05-07,452,19626,,,,,,,6919,3119,12973,140809,73851,235924,2101012,1563100,2774872,0.791886063304,US,NY,New York City
2020-05-08,-65,19561,,,,,,,6639,2941,12624,135104,69353,229831,2107651,1566041,2787495,0.79168380032,US,NY,New York City
2020-05-09,257,19818,,,,,,,6370,2773,12283,129633,65299,223849,2114021,1568815,2799778,0.791486941522,US,NY,New York City
2020-05-10,-29,19789,,,,,,,6112,2615,11949,124384,61487,217976,2120132,1571431,2811727,0.791296182584,US,NY,New York City
2020-05-11,267,20056,,,,,,,5863,2466,11623,119348,57850,212222,2125996,1573897,2823350,0.791112127886,US,NY,New York City
2020-05-12,181,20237,,,,,,,5625,2324,11305,114515,54459,206596,2131621,1576222,2834654,0.790935326851,US,NY,New York City
2020-05-13,79,20316,,,,,,,5396,2191,10994,109878,51294,201096,2137017,1578413,2845648,0.790766307797,US,NY,New York City
2020-05-14,90,20406,,,,,,,5176,2064,10690,105427,48343,195718,2142194,1580478,2856338,0.790605610609,US,NY,New York City
2020-05-15,70,20476,,,,,,,4965,1945,10394,101154,45559,190462,2147159,1582423,2866731,0.790453819411,US,NY,New York City
2020-05-16,100,20576,,,,,,,4762,1832,10104,97052,42945,185323,2151921,1584256,2876834,0.790311596589,US,NY,New York City
2020-05-17,144,20720,,,,,,,4567,1725,9822,93113,40485,180303,2156487,1585981,2886655,0.790179719469,US,NY,New York City
2020-05-18,86,20806,,,,,,,4379,1624,9546,89330,38163,175397,2160867,1587605,2896201,0.790059121105,US,NY,New York City
2020-05-19,81,20887,,,,,,,4199,1527,9297,85698,35968,170625,2165065,1589133,2905498,0.789950936741,US,NY,New York City
2020-05-20,47,20934,,,,,,,4025,1436,9061,82208,33897,165991,2169090,1590570,2914559,0.789856557726,US,NY,New York City
2020-05-21,69,21003,,,,,,,3858,1349,8830,78856,31938,161490,2172949,1591919,2923388,0.789777694918,US,NY,New York City
2020-05-22,83,21086,,,,,,,3698,1265,8604,75634,30085,157120,2176647,1593185,2931992,0.789716453954,US,NY,New York City
2020-05-23,52,21138,,,,,,,3543,1186,8382,72539,28330,152878,2180190,1594371,2940373,0.789675425113,US,NY,New York City
2020-05-24,78,21216,,,,,,,3395,1111,8132,69564,26667,148727,2183585,1595483,2948505,0.789657790958,US,NY,New York City
2020-05-25,43,21259,,,,,,,3254,1041,7881,66706,25094,144659,2186838,1596525,2956385,0.78966745544,US,NY,New York City
2020-05-26,55,21314,,,,,,,3120,978,7636,63963,23606,140672,2189958,1597504,2964021,0.789709197445,US,NY,New York City
2020-05-27,48,21362,,,,,,,2992,918,7399,61329,22200,136766,2192950,1598422,2971419,0.789788806536,US,NY,New York City
2020-05-28,53,21415,,,,,,,2869,861,7168,58802,20870,132940,2195819,1599284,2978587,0.789913330548,US,NY,New York City
2020-05-29,62,21477,,,,,,,2751,808,6951,56377,19615,129201,2198571,1600093,2985538,0.790091429223,US,NY,New York City
2020-05-30,35,21512,,,,,,,2639,759,6749,54052,18429,125556,2201210,1600852,2992286,0.790333620722,US,NY,New York City
2020-05-31,57,21569,,,,,,,2532,713,6553,51822,17310,122005,2203743,1601566,2998838,0.790652635653,US,NY,New York City
2020-06-01,38,21607,,,,,,,2431,670,6366,49686,16255,118549,2206173,1602237,3005204,0.791063836602,US,NY,New York City
2020-06-02,42,21649,,,,,,,2334,630,6187,47640,15262,115190,2208507,1602868,3011391,0.7915857097,US,NY,New York City
2020-06-03,39,21688,,,,,,,2241,593,6014,45683,14327,111907,2210748,1603461,3017404,0.792240420719,US,NY,New York City
2020-06-04,64,21752,,,,,,,2153,558,5847,43810,13449,108693,2212901,1604020,3023251,0.793054412619,US,NY,New York City
2020-06-05,30,21782,,,,,,,2069,526,5687,42021,12626,105550,2214970,1604546,3028938,0.794059039774,US,NY,New York City
2020-06-06,33,21815,,,,,,,1990,495,5533,40314,11856,102479,2216960,1605041,3034470,0.795291211936,US,NY,New York City
2020-06-07,29,21844,,,,,,,1915,467,5386,38685,11137,99484,2218875,1605509,3039856,0.796793996543,US,NY,New York City
2020-06-08,33,21877,,,,,,,1844,441,5246,37134,10466,96597,2220719,1605950,3045101,0.798617102968,US,NY,New York City
2020-06-09,41,21918,,,,,,,1777,417,5112,35658,9841,93828,2222496,1606367,3050213,0.800817130204,US,NY,New York City
2020-06-10,42,21960,,,,,,,1714,394,4986,34252,9257,91178,2224210,1606761,3055199,0.803457421373,US,NY,New York City
2020-06-11,33,21993,,,,,,,1656,373,4868,32916,8712,88648,2225866,1607135,3060067,0.806607322595,US,NY,New York City
2020-06-12,50,22043,,,,,,,1601,352,4758,31648,8203,86237,2227467,1607488,3064824,0.810340601471,US,NY,New York City
2020-06-13,33,22076,,,,,,,1551,334,4655,30447,7728,83941,2229018,1607822,3069478,0.814732757693,US,NY,New York City
2020-06-14,27,22103,,,,,,,1504,316,4585,29312,7286,81777,2230522,1608138,3074063,0.819856976961,US,NY,New York City
2020-06-15,21,22124,,,,,,,1462,300,4509,28241,6873,79733,2231984,1608439,3078571,0.825778571021,US,NY,New York City
2020-06-16,21,22145,,,,,,,1424,287,4448,27235,6489,77815,2233408,1608726,3083018,0.832547940748,US,NY,New York City
2020-06-17,26,22171,,,,,,,1390,274,4365,26291,6133,75992,2234798,1609001,3087383,0.840192413031,US,NY,New York City
2020-06-18,28,22199,,,,,,,1360,263,4319,25409,5803,74297,2236157,1609264,3091701,0.848707720688,US,NY,New York City
2020-06-19,37,22236,,,,,,,1334,253,4257,24590,5498,72707,2237491,1609518,3095958,0.858050345769,US,NY,New York City
2020-06-20,8,22244,,,,,,,1312,244,4179,23833,5216,71200,2238803,1609762,3100137,0.868132292539,US,NY,New York City
2020-06-21,34,22278,,,,,,,1293,236,4110,23136,4956,69777,2240096,1609998,3104247,0.878819914121,US,NY,New York City
2020-06-22,43,22321,,,,,,,1279,229,4120,22499,4718,68511,2241374,1610227,3108366,0.889938025499,US,NY,New York City
2020-06-23,22,22343,,,,,,,1267,223,4100,21923,4500,67365,2242642,1610450,3112465,0.901279655966,US,NY,New York City
2020-06-24,22,22365,,,,,,,1259,218,4088,21404,4302,66340,2243900,1610669,3116553,0.912620588103,US,NY,New York City
2020-06-25,,,22,6,60,22387,22371,22425,1254,212,4083,20944,4120,65437,2245154,1610881,3120635,,US,NY,New York City
2020-06-26,,,21,5,57,22408,22376,22481,1251,207,4086,20539,3954,64654,2246405,1611089,3124721,,US,NY,New York City
2020-06-27,,,20,5,54,22428,22381,22535,1251,203,4098,20188,3804,63994,2247655,1611292,3128818,,US,NY,New York City
2020-06-28,,,19,4,52,22446,22386,22586,1252,198,4115,19890,3669,63454,2248908,1611491,3132932,,US,NY,New York City
2020-06-29,,,18,4,49,22464,22390,22635,1256,195,4166,19642,3547,63036,2250164,1611686,3137098,,US,NY,New York City
2020-06-30,,,17,4,47,22481,22394,22681,1262,194,4164,19442,3442,62691,2251426,1611881,3141261,,US,NY,New York City
2020-07-01,,,16,3,45,22496,22398,22726,1269,189,4164,19288,3344,62407,2252696,1612070,3145425,,US,NY,New York City
2020-07-02,,,15,3,43,22511,22401,22768,1278,190,4166,19176,3259,62208,2253974,1612260,3149591,,US,NY,New York City
2020-07-03,,,14,3,41,22525,22405,22809,1288,185,4170,19104,3181,62060,2255262,1612445,3153760,,US,NY,New York City
2020-07-04,,,13,2,39,22538,22408,22848,1299,182,4176,19070,3109,61978,2256561,1612628,3157936,,US,NY,New York City
2020-07-05,,,12,2,38,22550,22410,22885,1312,181,4183,19070,3047,61982,2257872,1612809,3162118,,US,NY,New York City
2020-07-06,,,12,2,36,22562,22413,22921,1325,178,4191,19101,2989,62062,2259197,1612987,3166309,,US,NY,New York City
2020-07-07,,,11,2,35,22573,22415,22955,1339,176,4200,19162,2936,62142,2260537,1613163,3170508,,US,NY,New York City
2020-07-08,,,11,2,34,22584,22417,22988,1355,173,4209,19249,2886,62251,2261891,1613337,3174716,,US,NY,New York City
2020-07-09,,,10,2,33,22594,22419,23021,1371,173,4216,19361,2841,62380,2263262,1613510,3178932,,US,NY,New York City
2020-07-10,,,10,1,32,22605,22421,23053,1388,170,4227,19495,2799,62523,2264649,1613681,3183158,,US,NY,New York City
2020-07-11,,,10,1,32,22614,22423,23084,1405,168,4237,19650,2760,62675,2266055,1613850,3187395,,US,NY,New York City
2020-07-12,,,10,1,31,22624,22425,23114,1424,167,4248,19823,2724,62826,2267479,1614017,3191643,,US,NY,New York City
2020-07-13,,,9,1,31,22633,22427,23144,1443,165,4259,20014,2691,62970,2268922,1614182,3195902,,US,NY,New York City
2020-07-14,,,9,1,30,22643,22429,23174,1463,163,4285,20221,2659,63089,2270385,1614346,3200187,,US,NY,New York City
2020-07-15,,,9,1,30,22652,22430,23203,1484,162,4297,20443,2627,63222,2271869,1614508,3204483,,US,NY,New York City
2020-07-16,,,9,1,30,22661,22432,23232,1506,160,4309,20679,2598,63367,2273375,1614669,3208792,,US,NY,New York City
2020-07-17,,,9,1,29,22670,22433,23261,1528,159,4321,20929,2567,63522,2274902,1614828,3213112,,US,NY,New York City
2020-07-18,,,9,1,29,22679,22435,23290,1551,157,4332,21192,2540,63684,2276453,1614986,3217444,,US,NY,New York City
2020-07-19,,,9,1,29,22687,22436,23319,1575,157,4363,21467,2515,63871,2278028,1615143,3221807,,US,NY,New York City
2020-07-20,,,9,1,29,22696,22438,23347,1599,155,4385,21755,2489,64074,2279627,1615299,3226191,,US,NY,New York City
2020-07-21,,,9,1,29,22705,22439,23376,1624,153,4533,22054,2465,64416,2281251,1615452,3230724,,US,NY,New York City
2020-07-22,,,9,1,29,22714,22440,23404,1650,152,4633,22365,2441,64849,2282902,1615604,3235357,,US,NY,New York City
2020-07-23,,,9,1,29,22722,22442,23433,1677,150,4730,22688,2418,65371,2284579,1615755,3240087,,US,NY,New York City
2020-07-24,,,9,1,29,22731,22443,23461,1700,148,4891,23017,2392,66045,2286279,1615903,3244977,,US,NY,New York City
2020-07-25,,,9,1,29,22740,22444,23489,1724,147,5014,23353,2369,66833,2288003,1616051,3249991,,US,NY,New York City
2020-07-26,,,9,1,28,22748,22445,23517,1748,147,5161,23696,2348,67757,2289750,1616198,3255151,,US,NY,New York City
2020-07-27,,,9,1,28,22757,22446,23545,1772,144,5294,24044,2326,68802,2291522,1616343,3260445,,US,NY,New York City
2020-07-28,,,9,1,28,22766,22448,23573,1796,143,5444,24396,2304,69987,2293318,1616487,3265888,,US,NY,New York City
2020-07-29,,,9,1,28,22775,22449,23600,1819,141,5565,24752,2281,71267,2295137,1616628,3271453,,US,NY,New York City
2020-07-30,,,9,1,28,22784,22450,23628,1841,139,5680,25109,2259,72649,2296978,1616768,3277132,,US,NY,New York City
2020-07-31,,,9,1,28,22793,22451,23655,1864,137,5847,25467,2237,74187,2298842,1616906,3282978,,US,NY,New York City
2020-08-01,,,9,1,28,22802,22452,23683,1885,136,5999,25825,2214,75865,2300727,1617042,3288976,,US,NY,New York City
2020-08-02,,,9,1,28,22811,22453,23710,1907,134,6152,26181,2190,77684,2302634,1617176,3295127,,US,NY,New York City
2020-08-03,,,9,1,28,22820,22454,23737,1928,132,6305,26534,2165,79626,2304562,1617309,3301432,,US,NY,New York City
2020-08-04,,,9,1,28,22829,22455,23764,1948,130,6459,26883,2139,81700,2306510,1617439,3307891,,US,NY,New York City
2020-08-05,,,9,1,28,22839,22457,23792,1967,128,6613,27226,2114,83780,2308477,1617567,3314504,,US,NY,New York City
2020-08-06,,,9,1,28,22848,22458,23819,1987,126,6768,27562,2089,85915,2310464,1617694,3321271,,US,NY,New York City
2020-08-07,,,10,1,28,22858,22459,23846,2005,124,6909,27890,2062,88093,2312469,1617818,3328179,,US,NY,New York City
2020-08-08,,,10,0,28,22867,22460,23873,2023,122,7023,28213,2037,90226,2314491,1617941,3335202,,US,NY,New York City
2020-08-09,,,10,0,28,22877,22461,23900,2040,120,7169,28529,2010,92381,2316531,1618061,3342371,,US,NY,New York City
2020-08-10,,,10,0,27,22887,22461,23927,2056,119,7324,28837,1982,94544,2318587,1618181,3349695,,US,NY,New York City
2020-08-11,,,10,0,27,22896,22462,23954,2072,117,7479,29137,1955,96729,2320659,1618299,3357173,,US,NY,New York City
2020-08-12,,,10,0,28,22906,22463,23982,2087,116,7632,29427,1928,98917,2322746,1618415,3364804,,US,NY,New York City
2020-08-13,,,10,0,29,22917,22464,24010,2101,112,7785,29709,1899,101137,2324846,1618528,3372589,,US,NY,New York City
2020-08-14,,,10,0,29,22927,22465,24039,2114,111,7938,29982,1871,103394,2326960,1618639,3380526,,US,NY,New York City
2020-08-15,,,10,0,30,22937,22466,24068,2126,110,8089,30244,1843,105637,2329086,1618750,3388615,,US,NY,New York City
2020-08-16,,,10,0,31,22947,22467,24098,2138,109,8239,30497,1817,107878,2331224,1618859,3396854,,US,NY,New York City
2020-08-17,,,10,0,32,22958,22468,24129,2149,106,8391,30739,1789,110117,2333373,1618965,3405244,,US,NY,New York City
2020-08-18,,,11,0,32,22968,22469,24161,2159,105,8543,30970,1761,112355,2335532,1619071,3413787,,US,NY,New York City
2020-08-19,,,11,0,33,22979,22470,24193,2168,103,8694,31190,1735,114590,2337700,1619174,3422480,,US,NY,New York City
2020-08-20,,,11,0,34,22990,22470,24226,2176,98,8842,31399,1705,116818,2339876,1619273,3431321,,US,NY,New York City
2020-08-21,,,11,0,34,23001,22471,24260,2184,94,8989,31597,1674,119040,2342060,1619368,3440310,,US,NY,New York City
2020-08-22,,,11,0,35,23012,22472,24295,2192,93,9115,31783,1643,121246,2344252,1619461,3449425,,US,NY,New York City
2020-08-23,,,11,0,36,23023,22473,24331,2198,92,9262,31959,1612,123484,2346450,1619554,3458686,,US,NY,New York City
2020-08-24,,,11,0,37,23034,22474,24367,2204,89,9384,32123,1582,125699,2348654,1619643,3468070,,US,NY,New York City
2020-08-25,,,11,0,38,23045,22474,24405,2209,87,9503,32275,1550,127878,2350863,1619731,3477572,,US,NY,New York City
2020-08-26,,,12,0,39,23057,22475,24443,2213,85,9624,32417,1517,130023,2353076,1619817,3487196,,US,NY,New York City
2020-08-27,,,12,0,40,23069,22476,24482,2217,83,9767,32547,1484,132158,2355293,1619900,3496962,,US,NY,New York City
2020-08-28,,,12,0,41,23080,22477,24522,2219,81,9899,32666,1453,134272,2357512,1619981,3506860,,US,NY,New York City
2020-08-29,,,12,0,41,23092,22477,24563,2222,79,10031,32774,1420,136365,2359734,1620060,3516891,,US,NY,New York City
2020-08-30,,,12,0,42,23104,22478,24605,2224,77,10161,32871,1387,138437,2361958,1620137,3527051,,US,NY,New York City
2020-08-31,,,12,0,43,23116,22479,24648,2225,75,10254,32959,1353,140452,2364183,1620213,3537305,,US,NY,New York City
2020-09-01,,,12,0,44,23128,22480,24691,2226,73,10364,33035,1321,142425,2366408,1620287,3547669,,US,NY,New York City
2020-09-02,,,12,0,45,23141,22480,24735,2225,72,10469,33102,1288,144351,2368634,1620359,3558137,,US,NY,New York City
2020-09-03,,,12,0,46,23153,22481,24781,2225,70,10549,33159,1254,146207,2370859,1620429,3568686,,US,NY,New York City
2020-09-04,,,12,0,47,23166,22482,24827,2224,69,10659,33206,1225,148023,2373082,1620499,3579344,,US,NY,New York City
2020-09-05,,,13,0,48,23178,22482,24874,2222,67,10750,33244,1198,149785,2375305,1620566,3590094,,US,NY,New York City
2020-09-06,,,13,0,48,23191,22483,24922,2221,66,10837,33273,1171,151506,2377525,1620633,3600930,,US,NY,New York City
2020-09-07,,,13,0,49,23203,22484,24971,2218,65,10918,33294,1144,153163,2379744,1620698,3611848,,US,NY,New York City
2020-09-08,,,13,0,50,23216,22484,25020,2216,64,11039,33305,1118,154817,2381959,1620762,3622887,,US,NY,New York City
2020-09-09,,,13,0,51,23229,22485,25071,2213,62,11046,33309,1093,156361,2384172,1620825,3633932,,US,NY,New York City
2020-09-10,,,13,0,52,23242,22486,25123,2209,61,11051,33306,1070,157787,2386381,1620887,3644983,,US,NY,New York City
2020-09-11,,,13,0,53,23254,22486,25175,2206,60,11118,33294,1047,159139,2388587,1620948,3656100,,US,NY,New York City
2020-09-12,,,13,0,54,23267,22487,25228,2202,59,11147,33277,1026,160387,2390789,1621008,3667247,,US,NY,New York City
2020-09-13,,,13,0,54,23280,22487,25282,2197,58,11182,33252,1006,161538,2392986,1621067,3678428,,US,NY,New York City
2020-09-14,,,13,0,55,23293,22488,25337,2193,58,11217,33221,987,162594,2395178,1621125,3689645,,US,NY,New York City
2020-09-15,,,13,0,56,23306,22488,25393,2187,57,11247,33183,969,163587,2397366,1621182,3700892,,US,NY,New York City
2020-09-16,,,13,0,57,23319,22489,25449,2182,56,11271,33140,951,164494,2399548,1621239,3712162,,US,NY,New York City
2020-09-17,,,13,0,58,23333,22489,25506,2177,55,11289,33091,935,165314,2401725,1621294,3723450,,US,NY,New York City
2020-09-18,,,13,0,58,23346,22490,25564,2171,55,11301,33037,920,166066,2403895,1621349,3734751,,US,NY,New York City
2020-09-19,,,13,0,59,23359,22490,25622,2164,54,11308,32978,905,166715,2406060,1621404,3746059,,US,NY,New York City
2020-09-20,,,13,0,60,23372,22491,25682,2158,53,11309,32913,891,167273,2408218,1621458,3757367,,US,NY,New York City
2020-09-21,,,13,0,61,23385,22491,25742,2151,53,11303,32844,878,167740,2410369,1621511,3768670,,US,NY,New York City
2020-09-22,,,13,0,61,23398,22492,25802,2144,52,11293,32769,865,168114,2412513,1621564,3779962,,US,NY,New York City
2020-09-23,,,13,0,62,23412,22492,25864,2139,52,11296,32692,853,168371,2414651,1621616,3791257,,US,NY,New York City
2020-09-24,,,13,0,62,23425,22493,25925,2134,51,11323,32613,842,168648,2416785,1621668,3802579,,US,NY,New York City
2020-09-25,,,13,0,63,23438,22493,25988,2128,51,11340,32532,832,168937,2418913,1621719,3813919,,US,NY,New York City
2020-09-26,,,13,0,64,23451,22493,26051,2123,50,11295,32449,822,169114,2421036,1621770,3825214,,US,NY,New York City
2020-09-27,,,13,0,64,23464,22494,26115,2116,50,11298,32364,812,169265,2423152,1621821,3836511,,US,NY,New York City
2020-09-28,,,13,0,65,23477,22494,26179,2111,50,11299,32278,804,169381,2425264,1621871,3847809,,US,NY,New York City
2020-09-29,,,13,0,65,23491,22495,26243,2108,49,11389,32193,795,169553,2427371,1621921,3859198,,US,NY,New York City
2020-09-30,,,13,0,66,23504,22495,26309,2102,49,11290,32107,788,169597,2429473,1621970,3870488,,US,NY,New York City
2020-10-01,,,13,0,66,23517,22495,26374,2098,49,11388,32023,780,169714,2431571,1622019,3881876,,US,NY,New York City
